rank,category,product_link,name,avg_rating,review_link,rating_count,prime,Images,sentiment score,Answered_Questions,Price,Discount,customer_review_count
81,pc,/Contixo-Parental-Education-Certified-Playstore/dp/B07Z47QP2L/,"            Contixo V8-2 7"" Edition Android 16GB Kids Tablet Parental Control 20+ Learning Education Apps on Google Certified Playstore Toy Tablet for Kids, Kids- Proof, WiFi Camera Best Gift (Green)        ",4.4,/product-reviews/B07Z47QP2L/,61,prime,6,0.8576767,17,59.99,0,64
84,pc,/HooToo-Adapter-Delivery-Ethernet-Space/dp/B07YB2ZNRN/,"            HooToo USB C Hub, 8-in-1 USB C Adapter with 4K HDMI, 100W Power Delivery, USB 3.0 Ports, 1Gbps Ethernet Port and SD/TF Card Readers for MacBook/Pro/Air, Type-C Laptops, iPad Pro and More- Space Grey        ",4.8,/product-reviews/B07YB2ZNRN/,331,prime,6,0.8219047,85,34,50,54
85,pc,/Android-Learning-Entertaining-Quad-Core-Kid-Proof/dp/B07YCTD7KP/,            7 inch Kids Tablet PC Android 8.1 OS Learning and Entertaining Tablets for Kids 1GB RAM 16 GB Quad-Core 1.3Hz WiFi Tablet with Soft Shock&Kid-Proof Case (Blue)        ,4.6,/product-reviews/B07YCTD7KP/,39,prime,7,0.6486661,0,59.99,0,41
87,pc,/HP-Elite-Desktop-Computer-Package/dp/B07YF41Y6H/,"            HP Elite Desktop Computer Package - Windows 10 Professional, Intel Quad Core i5 3.2GHz, 8GB RAM, 500GB HDD, 22"" LCD Monitor, Keyboard, Mouse, WiFi, Microsoft Authorized Refurbished PC (Renewed)        ",4,/product-reviews/B07YF41Y6H/,5,no prime,7,0.6123248,5,190,0,5
88,pc,/Sceptre-DisplayPort-C275B-144RN-AmazonBasics-High-Speed/dp/B07Z282N5P/,"            Sceptre 27"" Curved 144Hz Gaming LED Monitor Edge-Less AMD FreeSync DisplayPort HDMI, Metal Black 2019 (C275B-144RN) & AmazonBasics High-Speed 4K HDMI Cable, 6 Feet, 1-Pack        ",4.4,/product-reviews/B07Z282N5P/,203,prime,5,0.6567444,127,161.98,0,175
89,pc,/Microsoft-Surface-Laptop-Touch-Screen-Sandstone/dp/B07YNKTF6H/,"            Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 256GB Solid State Drive (Latest Model) – Sandstone        ",3.8,/product-reviews/B07YNKTF6H/,18,prime,6,0.5502544,43,999,23,17
90,pc,/Acer-Performance-11-6inch-Laptop-Processor/dp/B07Z5H9P6D/,"            Acer High Performance 11.6inch HD Laptop, Intel Celeron Processor, 4GB RAM, 64GB Storage, Intel HD Graphics, Wifi, Bluetooth, HDMI, Win10 Pro (Renewed)        ",4.1,/product-reviews/B07Z5H9P6D/,260,no prime,6,0.5845287,181,169.99,0,255
91,pc,/NEW-Microsoft-Surface-Pro-Touch-Screen/dp/B07YNHXX8D/,"            NEW Microsoft Surface Pro 7 – 12.3"" Touch-Screen - Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum        ",2.9,/product-reviews/B07YNHXX8D/,13,no prime,6,0.5401459,47,799,11,11
92,pc,/Dragon-Touch-Octa-Core-Processor-1200x1920/dp/B07Y1PSS27/,"            Dragon Touch Max10 Tablet, Android 9.0 Pie, Octa-Core Processor, 10 inch Android Tablets, 32GB Storage, 1200x1920 IPS HD G+G Display, 5G Wi-Fi, Metal Body Black        ",4.6,/product-reviews/B07Y1PSS27/,69,prime,7,0.7420452,27,145.99,0,73
93,pc,/Google-Pixelbook-Chromebook-64GB-Black/dp/B07YMGQYP6/,            Google Pixelbook Go M3 Chromebook 8GB/64GB Just Black        ,4.9,/product-reviews/B07YMGQYP6/,8,prime,6,0.5885159,28,649,0,8
94,pc,/LG-34WN80C-B-inch-Connectivity-Compatibility/dp/B07YGZ7C1K/,            LG 34WN80C-B 34 inch 21:9 Curved UltraWide WQHD IPS Monitor with USB Type-C Connectivity sRGB 99% Color Gamut and HDR10 Compatibility        ,4.4,/product-reviews/B07YGZ7C1K/,408,prime,7,0.4168436,54,31,50,78
95,pc,/HP-Touchscreen-Dual-Core-Processor-Bluetooth/dp/B07XV8BWWK/,"            HP 14"" Touchscreen Laptop 8GB RAM, 128GB SSD, 8th Gen i3 HD Business Notebook, Dual-Core up to 3.90 GHZ Processor, USB Type-C, 1366x768, UHD 620 Graphic, HDMI, Bluetooth, Webcam, Energy Star, Win 10        ",4.5,/product-reviews/B07XV8BWWK/,2,no prime,6,0.8814175,3,333,0,2
96,pc,/ProCase-Nintendo-Shock-Proof-Anti-Scratch-Protective/dp/B07X5KQXDS/,"            ProCase Nintendo Switch Lite Case, Ultra Slim Soft TPU Grip Cover Skin Shock-Proof Anti-Scratch Protective Case for Nintendo Switch Lite 2019 Release –Black        ",4.6,/product-reviews/B07X5KQXDS/,19,prime,7,0.8096224,0,11.99,0,19
97,pc,/Android-Tablet-Inch-Card-Slots/dp/B07ZFD7N7M/,"            Android Tablet 10 Inch with Sim Card Slots - 10.1"" 4GB RAM 64GB ROM Octa Core 3G Unlocked GSM Phone Tablet PC with WiFi Bluetooth GPS Netflix YouTube (Black)        ",4.4,/product-reviews/B07ZFD7N7M/,10,prime,7,0.7440648,0,74.99,13,9
98,pc,/Nintendo-Shockproof-Anti-Scratch-Protective-Protectors/dp/B07X4DR9FH/,"            ProCase Nintendo Switch Lite Rubber Case, Slim Soft Shockproof TPU Cover Anti-Scratch Protective Case for Nintendo Switch Lite 2019 with 2 Pack Tempered Glass Screen Protectors –Clear        ",4.7,/product-reviews/B07X4DR9FH/,37,prime,7,0.697858,0,14.99,0,32
99,pc,/AKEROCK-Stickers-Hydroflasks-Skateboard-Notebook/dp/B07Y87SGJV/,"            AKEROCK Big Size Water Bottle Stickers, 35 Pack Cute Stickers for Hydroflasks Laptop Skateboard Luggage Notebook Phone Cars        ",5,/product-reviews/B07Y87SGJV/,8,prime,7,0.9130625,0,97,14,900
100,pc,/SteelSeries-Arctis-Wireless-Gaming-Headset/dp/B07X64MTGL/,"            SteelSeries Arctis 1 Wireless Gaming Headset – USB-C Wireless – Detachable ClearCast Microphone – for PC, PS4, Nintendo Switch and Lite, Android – Black        ",3.8,/product-reviews/B07X64MTGL/,27,prime,6,0.6619622,14,99.99,0,20
1,homeneeds,/Smart-outlet-Google-Simple-Required/dp/B07TXM4MT3/,"            Kasa Smart Plug Mini, Smart Home Wifi outlet works with Alexa & Google Home, WiFi Simple Setup, No Hub Required – A Certified for Humans Device (HS105)        ",4.3,/product-reviews/B07TXM4MT3/,5901,prime,6,0.4202558,889,22.99,42,5793
2,homeneeds,/GUSODOR-Waterproof-Bluetooth-Controller-Decoration/dp/B07XHKN8QL/,            GUSODOR LED Strip Lights RGB Strips 32.8ft Tape Light 300 LEDs SMD5050 Waterproof Music Sync Color Changing + Bluetooth Controller + 24Key Remote Control Decoration for Home TV Party - APP Controlled        ,4.6,/product-reviews/B07XHKN8QL/,350,prime,7,0.7570762,159,38.99,0,341
3,homeneeds,/AmazonBasics-Equivalent-Non-Dimmable-Lifetime-24-Pack/dp/B07SSBM16V/,"            AmazonBasics 60W Equivalent, Soft White, Non-Dimmable, 10,000 Hour Lifetime, A19 LED Light Bulb | 24-Pack        ",4.4,/product-reviews/B07SSBM16V/,383,prime,6,0.4120707,49,24.05,0,357
4,homeneeds,/Christmas-Projector-Snowflake-Waterproof-Decorating/dp/B07XD1TXFC/,"            Christmas Projector Lights Outdoor Rotating Snowflake LED Christmas Lights, Waterproof Projector Decorating Stage Light Outdoor Snowfall Holiday Party Garden Landscape Lamp        ",4.5,/product-reviews/B07XD1TXFC/,93,prime,6,0.8694952,141,39.99,0,0
5,homeneeds,/NightScene-Changing-Controller-12V5APower-SMD5050/dp/B07XR7SX48/,"            LED Strip Lights,NightScene 32.8FT LED Music Sync Color Changing Lights with 40keys Music Remote Controller and 12V5APower Supply, RGB SMD5050 300 led lights for Room, Bedroom, TV, Party.        ",4.5,/product-reviews/B07XR7SX48/,218,prime,7,0.9332175,0,35.99,17,0
6,homeneeds,/Walabot-DIY-Plus-Advanced-Smartphones/dp/B07XP94548/,"            Walabot DIY Plus - Advanced Wall Scanner, Stud Finder - for Android Smartphones        ",3.3,/product-reviews/B07XP94548/,37,prime,5,0.3879048,31,59.95,33,35
7,homeneeds,/Kaisi-Precision-Screwdriver-Professional-Electronics/dp/B07ZB7FMLB/,"            Kaisi 126 in 1 Precision Screwdriver Set with 111 Bits Magnetic Driver Kit Professional Electronics Repair Tool Kit for Repair Cell Phone, iPhone, iPad, MacBook, PC, Tablet, Laptop, Xbox, Game Console        ",4.6,/product-reviews/B07ZB7FMLB/,8,prime,7,0.7475046,0,19.99,0,0
8,homeneeds,/Pointer-Visible-Adjustable-Hunting-Hiking/dp/B07Y32JGJN/,            Green Light Pointer High Power Visible Beam with Adjustable Focus for Hunting Hiking        ,4.3,/product-reviews/B07Y32JGJN/,47,prime,7,0.784725,0,19.99,0,0
9,homeneeds,/Wyze-Labs-WLPP1-Smart-Two-Pack/dp/B07XZT24B8/,"            Wyze Labs WLPP1 Wyze Smart Home Plug, Two-Pack, White        ",4.5,/product-reviews/B07XZT24B8/,50,prime,6,0.7701605,22,17.88,11,46
10,homeneeds,/Wireless-Security-COOAU-Detection-Tracking/dp/B07YKMVBQ3/,"            Pet Camera 1080P Wireless Security Camera, COOAU WIFI Indoor IP Cam with Pan/Tilt/Zoom, Sound Detection, Motion Tracking and Alert, Two Way Audio, Baby/Elder/Nanny/Dog Monitor, Support Cloud and Alexa        ",4.9,/product-reviews/B07YKMVBQ3/,89,prime,7,0.8866375,76,35.99,13,93
11,homeneeds,/Lights-Changing-20-Key-Sensitive-Controlled/dp/B07Z4ZRNPP/,"            50Ft LED Strip Lights Music Sync Color Changing RGB LED Strip 20-Key Remote, Sensitive Built-in Mic, App Controlled LED Lights Rope Lights, 5050 RGB LED Light Strip(APP+Remote+Mic+3 Button Switch)        ",4.5,/product-reviews/B07Z4ZRNPP/,121,prime,7,0.7489754,23,59.98,18,130
12,homeneeds,/Cobiz-Headlamp-Flashlight-USB-Rechargeable/dp/B07YS37TFV/,"            Cobiz Headlamp Flashlight USB Rechargeable - LED Brightest High 6000 Lumen Work Headlight,IPX4 Waterproof & 18650 Flashlight with Zoomable Work Light,Head Lights for Camping, Hiking, Outdoors,Fishing        ",4.4,/product-reviews/B07YS37TFV/,2037,prime,6,0.8009489,45,28.99,27,0
13,homeneeds,/Charger-Everdigi-Adapter-Charging-Compatible/dp/B07ZF69X5G/,"            iPhone Charger, Everdigi 2 Pack USB Wall Charger Adapter Block with 2 Pack 3FT Fast Charging Cable Cord Compatible iPhone 11/Xs/Xs Max/XR/X /8/7/6/6S Plus SE/5S/5C, iPad and More (Pack of 4)        ",4.9,/product-reviews/B07ZF69X5G/,124,prime,7,0.583496,4,10.99,0,131
14,homeneeds,/Christmas-Outdoors-Projector-Waterproof-Decorative/dp/B07SWJ9PSX/,            Christmas Laser Lights Outdoors Projector Pattern Lights LED Star Show Waterproof for Xmas Decorative House Yard Garden Wall Decor Home Holiday Party        ,4.7,/product-reviews/B07SWJ9PSX/,67,prime,6,0.7924543,10,49.99,53,69
15,homeneeds,/GE-47900-Enbrighten-SimpleWire-Assistant/dp/B07X84WRGR/,"            GE 47900 Enbrighten Z-Wave Plus Smart Light Switch 2-pack with QuickFit and SimpleWire, Works with Alexa, Google Assistant, Zwave Hub Required, 3-Way Ready 2nd Gen, White & Light Almond        ",2.9,/product-reviews/B07X84WRGR/,4,prime,7,0.4128215,3,49.99,30,3
16,homeneeds,/Miroco-Brightness-Temperatures-Adjustable-Dimmable/dp/B07V8FR6QX/,"            Miroco LED Floor Lamp with 4 Brightness Levels & 4 Colors Temperatures, Adjustable LED Floor Light, Dimmable Adjustable Reading Standing Lamp for Sewing Living Room Bedroom Office        ",4.8,/product-reviews/B07V8FR6QX/,321,prime,7,0.8183552,24,46.99,0,335
17,homeneeds,/High-Powered-Flashlight-WdtPro-Bright-Flashlights/dp/B07TZ3BMKW/,"            High-Powered LED Flashlight S3000, WdtPro Super Bright Flashlights - High Lumen, IP67 Water Resistant, 3 Modes and Zoomable for Camping, Emergency, Hiking, Gift        ",4.7,/product-reviews/B07TZ3BMKW/,113,prime,7,0.7389424,19,15.99,0,116
18,homeneeds,/Christmas-Projector-Snowflake-Landscape-Decorative/dp/B07W7ZG3QB/,"            Christmas Projector Lights Outdoor LED Snowflake Christmas Lights with Remote Control, Outdoor Landscape Patio Garden Decorative Lighting for Christmas Xmas Holiday Birthday Party Stage        ",4.8,/product-reviews/B07W7ZG3QB/,94,prime,6,0.9081022,0,39.99,43,92
19,homeneeds,/Colored-Transparent-Green-Incandescent-Medium/dp/B0813Y6W78/,            4 Pack 25 Watt A19 Colored Transparent Red and Green Incandescent Medium Base Party Light Bulb Red Light Bulb Green Light Bulb        ,4.5,/product-reviews/B0813Y6W78/,2,prime,1,0.9620454,87,11.99,12,3
20,homeneeds,/Achiotely-Handheld-Sprayer-Stainless-Bathroom/dp/B07YJ8RSFT/,"            Achiotely Handheld Bidet Toilet Sprayer, Stainless Steel Bathroom Bidet Sprayer Set, Baby Cloth Diaper Sprayer, Wall or Toilet Mount        ",4.9,/product-reviews/B07YJ8RSFT/,192,prime,7,0.7805615,26,11.99,0,187
21,homeneeds,/Christmas-Projector-Waterproof-Decorating-Landscape/dp/B07WMRTD76/,"            Christmas Laser Lights Outdoor Projector, Laser Lights Christmas Projector with Wireless Remote, Waterproof Laser Projector Decorating for Christmas Xmas Party Holiday Stage Landscape Patio Garden        ",4.8,/product-reviews/B07WMRTD76/,82,prime,6,0.9045342,0,29.71,0,80
22,homeneeds,/Govee-Temperature-Humidity-Notification-Monitor/dp/B07Y36FWTT/,"            Govee Thermometer Hygrometer, Accurate Indoor Temperature Humidity Sensor with Notification Alert, LCD Bluetooth Temp Humidity Monitor with Data Storage for House Garage Greenhouse Wine Cellar        ",4,/product-reviews/B07Y36FWTT/,31,prime,6,0.5599548,14,88.91,0,321
23,homeneeds,/Nexillumi-Control-Backlight-Changing-Powered/dp/B07XBJR7GY/,            Nexillumi LED Strip Lights for 56''-75'' TV with Remote App Control TV LED Backlight Color Changing RGB LED Strip USB Powered (APP Control+ Remote) (13.2Ft + 3.2Ft Corner Cords)        ,4.7,/product-reviews/B07XBJR7GY/,59,prime,7,0.7334649,17,96.87,14,14
24,homeneeds,/Flexible-Bluetooth-Controller-Changing-Lighting/dp/B07YXRBDXK/,"            39.42FT/12m LED Strip Lights Flexible Strip Light with Bluetooth Controller Changing Tape Lights kit with LED Sync to Music for TV, Bedroom, Kitchen Under Counter, Under Bed Lighting (3×4M)        ",5,/product-reviews/B07YXRBDXK/,216,prime,6,0.8609112,0,10,0,1020
25,homeneeds,/Silicone-Sealing-Adhesive-Anti-Collision-Transparent/dp/B07XZ5WY3S/,"            Silicone Seal Strip,8M/26ft Door Strip Bottom for Doors Silicone Sealing Sticker Adhesive for Doors and Windows Gaps of Anti-Collision Silicone (45MM, Transparent)        ",4.7,/product-reviews/B07XZ5WY3S/,37,prime,7,0.526844,345,201,8,890
26,homeneeds,/Work-Sharp-Pivot-Knife-Sharpener/dp/B07XPY53MJ/,            Work Sharp EDC Pivot Knife Sharpener        ,4.5,/product-reviews/B07XPY53MJ/,34,prime,5,0.7600797,11,56,0,14
27,homeneeds,/Outdoor-SEZAC-Security-Wireless-Waterproof/dp/B07XJHND3T/,"            Solar Lights Outdoor [42 LED/3 Working Mode], SEZAC Solar Security Lights Solar Motion Sensor Lights Wireless IP 65 Waterproof Outdoor Lights for Garden Fence Patio Garage (6 Pack)        ",4.8,/product-reviews/B07XJHND3T/,52,prime,7,0.7726541,15,88,10,11
28,homeneeds,/Christmas-Stakes-String-Decorations-Outdoor/dp/B0817RF7V9/,            4.5 inch Christmas Light Stakes 100 Pack Yard Lawn Stakes for C7 C9 Christmas String Lights Ground Stakes for Christmas Decorations Outdoor Garden Patio Path        ,4.1,/product-reviews/B0817RF7V9/,10,prime,7,0.6557233,19,9.98,0,15
29,homeneeds,/GearLight-TAC-Tactical-Flashlight-PACK/dp/B07VNCWZBF/,"            GearLight TAC LED Tactical Flashlight [2 PACK] - Single Mode, High Lumen, Zoomable, Water Resistant, Flash Light - Camping, Outdoor, Emergency, Everyday Flashlights with Clip        ",5,/product-reviews/B07VNCWZBF/,24,prime,7,0.8183795,36,12,0,17
30,homeneeds,/Govee-Bluetooth-Control-Changing-Controls/dp/B07XBSN3Y5/,"            LED Strip Lights, Govee Bluetooth Music Sync 16.4FT RGB Light Strips, App Control, Remote, Control Box LED Lights, Color Changing with 7 Scenes Mode for Home, Kitchen, Party, 3 Way Controls        ",4.5,/product-reviews/B07XBSN3Y5/,19,prime,7,0.8471431,75,17,0,191
31,homeneeds,/LBell-Projector-Bedroom-Ambiance-Bluetooth/dp/B07X7T8R65/,"            LBell Night Light Projector, 2 in 1 Ocean Wave Projector Star Projector w/LED Nebula Cloud for Baby Kids Bedroom/Game Rooms/Home Theatre/Night Light Ambiance with Bluetooth Music Speaker        ",4.8,/product-reviews/B07X7T8R65/,117,prime,6,0.9346828,0,45,14,11
32,homeneeds,/Oscillating-Adjustable-Thermostat-Over-Heat-Protection/dp/B07XRH8HX7/,"            750W/1500W Oscillating Ceramic Space Heater with Adjustable Thermostat, Portable Personal Heater with Over-Heat & Tip-Over Protection for Home and Office, ETL Listed        ",3.9,/product-reviews/B07XRH8HX7/,86,prime,7,0.6229359,11,42.99,0,0
33,homeneeds,/Projectables-6-Image-UL-Listed-Ceiling-45028/dp/B07YQH3R7L/,"            Projectables Frozen 2 LED Night Light, 6-Image, Plug-in, Dusk-to-Dawn, UL-Listed, Scenes of Elsa, Anna, and Olaf on Ceiling, Wall, or Floor, Ideal for Bedroom, Nursery, 45028        ",5,/product-reviews/B07YQH3R7L/,1,prime,6,0.7274436,0,10.47,19,1
34,homeneeds,/GE-Mechanical-Intervals-Decorations-46211/dp/B07YQKNC4D/,"            GE 24-Hour Heavy Duty Indoor Plug-in Mechanical Timer 2 Pack, 30 Minute Intervals, Daily On/Off Cycle, for Lamps, Seasonal Lighting, Holiday Decorations, 46211, Grounded 2-Outlet | Gray/White        ",4,/product-reviews/B07YQKNC4D/,1024,prime,7,0.3598626,95,11.49,12,1017
35,homeneeds,/Govee-Ultra-Long-Changing-600LEDs-Options/dp/B07XJVQHPV/,"            65.6ft LED Strip Lights, Govee Ultra-Long Color Changing Light Strip with Remote, 600LEDs Bright RGB LED Lights, DIY Color Options Tape Lights with ETL Listed Adapter for Bedroom Ceiling Under Cabinet        ",4.9,/product-reviews/B07XJVQHPV/,12,prime,7,0.9052919,16,61.99,14,11
36,homeneeds,/Contour-Duplications-Irregular-Measuring-Contoured/dp/B07ZB515MN/,"            2 Pack Wider Contour Gauge,Profile Gauges Plastic Contour Duplications Gauge Copy Irregular Shapes Measuring for Corners and Contoured,10 Inch widen and 5 Inch        ",5,/product-reviews/B07ZB515MN/,34,prime,6,0.639775,3,19.68,6,37
37,homeneeds,/Christmas-Snowflake-Projector-Waterproof-Decorating/dp/B07SXK2RXZ/,"            Christmas Moving Snowflake Projector Lights with Remote Control Snowfall LED Christmas Lights, Waterproof Projector Decorating Stage Light Outdoor Snowfall Holiday Party Garden Landscape Lights        ",4.2,/product-reviews/B07SXK2RXZ/,46,prime,6,0.8302228,8,13.97,0,44
38,homeneeds,/KEGOUU-Contour-Duplicator-Measurement-Laminate/dp/B07XFZ51DL/,            KEGOUU Contour Gauge 10 Inch Profile Gauge Measure Ruler Contour Duplicator for Precise Measurement Tiling Laminate Wood Marking Tool        ,4.9,/product-reviews/B07XFZ51DL/,60,prime,7,0.7555971,9,18.97,0,63
39,homeneeds,/Waterproof-infrared-Suitable-Cupboard-Decoration/dp/B07WCH8L5R/,"            LED Strip Lights,32.8ft RGB 300LEDs Waterproof Light Strip Kits with infrared 44 Key, Suitable for Room,TV, Ceiling, Cupboard Bar Home Decoration        ",4.9,/product-reviews/B07WCH8L5R/,10,prime,7,0.846246,18,29.99,0,9
40,homeneeds,/Govee-Bluetooth-Changing-Christmas-Controls/dp/B07XBSP6BJ/,"            LED Strip Lights 32.8ft, Govee Bluetooth Color Changing RGB Light Strip, Music Sync and 7 Scenes with Phone App, Remote, Control Box LED Lights for Room, Kitchen, Party, Christmas, 3 Way Controls        ",5,/product-reviews/B07XBSP6BJ/,2,prime,7,0.9274449,19,39.99,0,3
41,homeneeds,/Flexible-Extension-Bit-set-1/dp/B07YXBQ8V1/,            Flexible Extension Bit set of 1        ,5,/product-reviews/B07YXBQ8V1/,1,prime,7,0.2141795,0,5.99,0,1
42,homeneeds,/Daughter-Personalized-Birthday-Christmas-Multitool/dp/B07XVGXDM2/,"            Gifts for Dad from Daughter Son, Personalized Unique Birthday Gift Ideas for Men Father Him, Cool Gadget Christmas Present Stocking Stuffer for Men, All in One Tools Mini Hammer Multitool        ",4.8,/product-reviews/B07XVGXDM2/,91,prime,7,0.7870466,9,19.99,26,90
43,homeneeds,/Lights-32-8ft-Changing-Remote-Decoration/dp/B07Y7VW55P/,"            LED Strip Lights 32.8ft RGB LED Strip Lights SMD 5050 LED Lights,300 LEDS Color Changing LED Strip Lights with 44 Keys IR Remote Lights for Home Decoration,12V Power Supply LED Light with Music Sync        ",4.9,/product-reviews/B07Y7VW55P/,195,prime,7,0.9508137,28,27.99,0,200
44,homeneeds,/2019-Socket-Shelf-Extra-Large-Electrical/dp/B07ZFW31YP/,"            2019 Socket Shelf - ON2NO Wall Outlet, Extra-Large Shelf with 3 Electrical Outlet, 3 USB Ports and Smart Night Light, Cable Holder and Headphone Hanger        ",4.4,/product-reviews/B07ZFW31YP/,28,prime,6,0.8988656,12,25.99,0,27
46,homeneeds,/NiteBird-Backlight-Waterproof-Controller-Dimmable/dp/B07XCVGL42/,"            NiteBird Smart TV Backlight Works with Alexa Google Home,Sync to Music WiFi LED TV light 9.2Ft Kit for 32'' to 60'' TV, Waterproof 5050 RGB Strip Light with Controller, Dimmable        ",4.8,/product-reviews/B07XCVGL42/,48,prime,7,0.8399764,80,16.99,0,181
48,homeneeds,/Waterproof-Outdoor-Christmas-Certified-Outside/dp/B07X94TF8C/,"            Quwin Waterproof LED Outdoor Christmas String Lights, 115Ft 300 LED UL Certified 8 Modes With End-to-End Plug, Indoor & Outside Fairy Light for Christmas Tree, Patio, Wedding, Party (Warm White)        ",5,/product-reviews/B07X94TF8C/,88,prime,7,0.7989309,19,33.99,0,99
49,homeneeds,/AmazonBasics-Equivalent-Daylight-Non-Dimmable-Lifetime/dp/B07SQ8VGG8/,"            AmazonBasics 60W Equivalent, Daylight, Non-Dimmable, 10,000 Hour Lifetime, A19 LED Light Bulb | 24-Pack        ",4.4,/product-reviews/B07SQ8VGG8/,383,prime,6,0.4120707,49,28.99,0,357
50,homeneeds,/MIDOLO-Christmas-Refrigerator-Decorations-Dishwasher/dp/B07XGQTXLD/,            MIDOLO 3 Piece Set Christmas Snowman Refrigerator Appliance Handle Covers Christmas Decorations Fits Standard Size Kitchen Refrigerator Microwave Oven Or Dishwasher (Green and Red)        ,4.9,/product-reviews/B07XGQTXLD/,47,prime,7,0.9370688,0,10.99,0,47
51,homeneeds,/GE-Outlet-Adapter-Grounded-46845/dp/B07ZGFF41G/,"            GE 3 Outlet Plug, 3 Pack, Wall Tap, Adapter, Grounded, Easy Access Design, Indoor Use Only, White, 46845        ",4.7,/product-reviews/B07ZGFF41G/,1620,prime,7,0.6818091,77,7.99,0,1576
52,homeneeds,/YIERBLUE-Rechargeable-spotlight-Flashlight-Searchlight/dp/B07XQCJXNY/,"            YIERBLUE Rechargeable spotlight, Super Bright 6000 Lumen LED Flashlight Handheld spotlight 10000mAh Long Lasting Large Flashlight Searchlight and Flood Camping Flashlight with Foldable Tripod        ",4.9,/product-reviews/B07XQCJXNY/,57,prime,7,0.848435,11,41.96,0,58
53,homeneeds,/Pointer-Visible-Adjustable-Hunting-Hiking/dp/B07YXM51W4/,            Green Light Pointer High Power Visible Beam with Adjustable Focus for Hunting Hiking        ,4.7,/product-reviews/B07YXM51W4/,32,prime,7,0.9002913,8,18.99,0,34
54,homeneeds,/BASE-CAMP-Breathing-Woodworking-Activities/dp/B07Y1TZWXC/,            BASE CAMP Dust Breathing Mask Activated Carbon Dustproof Mask with Extra Carbon N99 Filters for Pollen Allergy Woodworking Mowing Running Cycling Outdoor Activities (Green)        ,4,/product-reviews/B07Y1TZWXC/,493,prime,6,0.7924622,103,18.96,0,413
55,homeneeds,/Wireless-Control-Christmas-Decorative-Outdoor/dp/B07Y7GVFJ6/,"            Wireless Remote Control Outlet with Magic Wand, Wireless Remote Switch for Christmas Tree and Decorative Indoor/Outdoor, Good Christmas Gift for Kids, Friends, Family        ",3.6,/product-reviews/B07Y7GVFJ6/,5,prime,7,0.7052927,0,29.99,0,4
56,homeneeds,/Rechargeable-OUTERDO-Flashlight-Batteries-Waterproof/dp/B07WLZD18R/,"            Rechargeable Headlamp, OUTERDO 8 LED Headlamp Flashlight 13000 Lumens 8 Modes with USB Cable 2 Batteries, Waterproof LED Head Torch Head Light with Red Light for Camping Fishing, Car Repair, Outdoor        ",4.8,/product-reviews/B07WLZD18R/,42,prime,7,0.6980684,13,19.99,0,39
57,homeneeds,/Flexible-Controller-Non-Waterproof-Kitchen-Bedroom/dp/B07Y1VR15N/,"            Led Strip Lights, 16.4ft LED Flexible Strip Lights, 150 Units 5050 RGB LED Light Strip Kit with 44Key Remote Controller and Power Supply,Non-Waterproof 12V DC, for Home Kitchen Bedroom Car        ",4.8,/product-reviews/B07Y1VR15N/,133,prime,7,0.8178095,6,17.99,0,131
58,homeneeds,/Upgrade-Version-Duplications-Measuring-Contoured/dp/B07ZKSHTBZ/,"            [Upgrade Version]2 Pieces Contour Gauge 5"" and 10"" Widen Contour Duplications Gauge Profile Copy Tool Shape Measuring for Corners and Contoured        ",5,/product-reviews/B07ZKSHTBZ/,18,prime,7,0.7505192,4,28.99,0,18
59,homeneeds,/Christmas-Projector-Snowflake-Waterproof-Decorating/dp/B07ZQ2Q4RF/,"            Christmas Projector Lights Outdoor Rotating Snowflake LED Christmas Lights, Waterproof Projector Decorating Stage Light Outdoor Snowfall Holiday Party Garden Landscape Lamp, White        ",5,/product-reviews/B07ZQ2Q4RF/,15,prime,6,0.9099917,0,19.98,0,16
60,homeneeds,/OKeeffes-102965-Night-Treatment-Cream/dp/B07SM1446J/,            O'Keeffe's 102965 Night Treatment Hand Cream        ,4.5,/product-reviews/B07SM1446J/,2,prime,4,0.0993625,0,6.96,13,1
61,homeneeds,/YLCVBUD-Changing-Controller-Flexible-Bedroom/dp/B07X4HYM5J/,"            LED Strip Lights,YLCVBUD 32.8ft/10M 3528 SMD RGB Rope Lights Music Sync Color Changing, Rope Light 600 SMD 3528 LED, IR Remote Controller Flexible Strip for Home Party Bedroom DIY Party Indoor Outdoor        ",4.6,/product-reviews/B07X4HYM5J/,231,prime,6,0.9372117,82,28.89,0,223
62,homeneeds,/LOZAYI-Waterproof-Outdoor-Adjustable-Decorate-Cool/dp/B07XDQX7P3/,"            Solar Lights, LOZAYI IP65 Waterproof Outdoor Solar Light,Remote Control 16.4Ft Cord LED Shed Light Pendant Light with Adjustable Solar Panel for Garden Patio Home Decorate-Cool White        ",4.8,/product-reviews/B07XDQX7P3/,303,prime,7,0.7370483,27,28.43,21,306
